months_as_customer,age,policy_state,policy_csl,policy_deductible,policy_annual_premium,education_level,occupation,incident_type,collision_type,incident_severity,authorities_contacted,auto_make,auto_year,total_claim_amount,vehicle_age,claim_ratio,fraud_reported
14,22,OH,250/500,500,1091,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,Toyota,2009,14731,15,13.502291475710358,0
423,46,IN,250/500,2000,1577,College,sales,Vehicle Theft,Front Collision,Minor Damage,Fire,Toyota,2015,114535,9,72.6284083703234,1
166,79,IN,500/1000,500,1459,Masters,tech-support,Single Vehicle Collision,Rear Collision,Minor Damage,Police,Toyota,2014,45387,10,31.10829335161069,0
402,22,IL,250/500,1000,753,High School,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,Toyota,2017,12920,7,17.158034528552456,0
46,25,IL,100/300,2000,2255,College,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Fire,Honda,2002,194581,22,86.28869179600886,1
526,38,IL,500/1000,500,656,Masters,sales,Vehicle Theft,Side Collision,Minor Damage,None,Ford,2012,113004,12,172.2621951219512,1
315,64,IN,500/1000,2000,1490,High School,sales,Single Vehicle Collision,Front Collision,Major Damage,Police,Toyota,1995,48037,29,32.23959731543624,1
376,55,IN,100/300,2000,1323,College,sales,Vehicle Theft,Side Collision,Total Loss,None,Toyota,2003,10415,21,7.872260015117158,1
311,29,OH,250/500,500,2286,College,exec-managerial,Vehicle Theft,Rear Collision,Major Damage,Police,Toyota,2000,107777,24,47.146544181977255,1
440,31,IN,250/500,1000,2642,High School,tech-support,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,Toyota,2021,179468,3,67.92884178652535,1
87,31,IN,100/300,2000,2431,High School,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,Honda,2014,114415,10,47.06499382969971,1
546,61,IL,100/300,2000,2977,College,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,Fire,Toyota,2007,98819,17,33.194155189788376,1
343,41,IN,500/1000,1000,2840,High School,sales,Multi-vehicle Collision,Rear Collision,Minor Damage,None,Honda,2004,102206,20,35.988028169014086,1
379,26,IL,250/500,500,1100,High School,tech-support,Single Vehicle Collision,Front Collision,Total Loss,None,Honda,2016,167762,8,152.51090909090908,1
321,71,IN,100/300,500,2012,College,tech-support,Vehicle Theft,Front Collision,Total Loss,Police,Toyota,2018,95218,6,47.32504970178926,1
590,68,IN,100/300,500,1190,High School,exec-managerial,Vehicle Theft,Front Collision,Minor Damage,Police,Toyota,2002,62836,22,52.80336134453781,1
591,29,OH,100/300,500,1045,College,tech-support,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,Toyota,2017,170573,7,163.22775119617225,1
595,50,OH,100/300,1000,2446,College,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,Fire,Ford,2017,154650,7,63.22567457072772,1
68,37,IL,250/500,2000,556,College,sales,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,Honda,2014,21505,10,38.67805755395683,0
317,37,IN,100/300,1000,2793,High School,sales,Single Vehicle Collision,Rear Collision,Minor Damage,None,Honda,2002,112889,22,40.418546365914786,1
26,38,IN,250/500,1000,2811,College,exec-managerial,Vehicle Theft,Rear Collision,Major Damage,Fire,Ford,2009,140344,15,49.926716471006756,0
407,79,IN,500/1000,2000,1306,Masters,tech-support,Vehicle Theft,Side Collision,Major Damage,Fire,Honda,2007,34387,17,26.330015313935682,1
290,34,IL,100/300,500,1950,College,exec-managerial,Vehicle Theft,Rear Collision,Total Loss,Ambulance,Ford,1995,158048,29,81.05025641025641,1
370,52,OH,500/1000,1000,1504,High School,tech-support,Single Vehicle Collision,Rear Collision,Minor Damage,None,Ford,2015,180863,9,120.25465425531915,1
394,41,IL,100/300,500,2151,High School,exec-managerial,Vehicle Theft,Rear Collision,Major Damage,None,Honda,2022,49478,2,23.00232450023245,0
514,41,OH,100/300,500,1849,High School,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Police,Ford,2009,151466,15,81.91779340183884,1
62,61,IL,500/1000,2000,752,College,sales,Single Vehicle Collision,Side Collision,Minor Damage,None,Toyota,2000,136372,24,181.34574468085106,1
567,37,OH,100/300,500,2223,Masters,sales,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,Honda,2017,108761,7,48.92532613585245,1
360,77,IN,250/500,1000,1080,College,sales,Single Vehicle Collision,Rear Collision,Total Loss,None,Ford,2003,190668,21,176.54444444444445,1
236,51,IN,100/300,500,2160,College,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,None,Toyota,1996,195760,28,90.62962962962963,0
206,57,OH,500/1000,500,1565,High School,exec-managerial,Vehicle Theft,Front Collision,Minor Damage,Police,Ford,2008,2924,16,1.868370607028754,0
273,54,IL,100/300,1000,1410,Masters,tech-support,Vehicle Theft,Front Collision,Minor Damage,Ambulance,Toyota,2016,181889,8,128.99929078014185,1
318,73,IL,100/300,500,2368,High School,tech-support,Vehicle Theft,Side Collision,Major Damage,None,Toyota,2000,111234,24,46.973817567567565,1
176,20,IN,100/300,1000,2898,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Police,Toyota,2008,91481,16,31.566942719116632,0
460,71,OH,250/500,500,2452,High School,exec-managerial,Vehicle Theft,Side Collision,Major Damage,None,Ford,2013,65325,11,26.641517128874387,1
490,52,OH,100/300,1000,1502,Masters,exec-managerial,Vehicle Theft,Rear Collision,Total Loss,Police,Toyota,2004,114922,20,76.51264980026632,0
176,20,IN,500/1000,1000,1287,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,Ford,2009,75965,15,59.02486402486402,1
159,77,OH,250/500,500,2351,Masters,exec-managerial,Vehicle Theft,Front Collision,Total Loss,Fire,Ford,2020,37051,4,15.759676733304977,0
360,55,IL,100/300,2000,1454,Masters,sales,Vehicle Theft,Front Collision,Total Loss,Ambulance,Toyota,1999,90407,25,62.17812929848693,1
584,22,IL,500/1000,2000,1345,High School,tech-support,Single Vehicle Collision,Side Collision,Major Damage,None,Toyota,1998,179725,26,133.62453531598513,1
48,27,OH,100/300,1000,1527,College,exec-managerial,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,Ford,2012,193416,12,126.66404715127702,0
441,22,OH,250/500,1000,566,High School,tech-support,Vehicle Theft,Front Collision,Total Loss,Ambulance,Toyota,2020,3369,4,5.9522968197879855,0
580,54,IN,500/1000,500,1309,High School,exec-managerial,Vehicle Theft,Front Collision,Total Loss,Police,Ford,2014,23161,10,17.693659281894575,0
5,35,IL,500/1000,1000,1092,College,exec-managerial,Vehicle Theft,Rear Collision,Major Damage,Fire,Ford,2009,158998,15,145.60256410256412,1
285,74,OH,100/300,500,1967,High School,sales,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,Toyota,2021,190016,3,96.60193187595323,1
171,44,OH,100/300,500,745,Masters,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Police,Honda,2022,174620,2,234.38926174496643,1
25,55,OH,500/1000,1000,1589,College,tech-support,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,Toyota,2006,195841,18,123.24795468848332,1
210,62,IL,100/300,2000,1678,High School,exec-managerial,Vehicle Theft,Front Collision,Total Loss,Fire,Ford,2014,90606,10,53.99642431466031,1
213,70,IN,100/300,2000,2122,High School,exec-managerial,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,Ford,2016,37355,8,17.60367577756833,1
426,20,IL,500/1000,2000,2628,Masters,sales,Single Vehicle Collision,Rear Collision,Major Damage,Fire,Toyota,2015,47947,9,18.244672754946727,0
345,71,OH,100/300,500,2170,High School,tech-support,Single Vehicle Collision,Side Collision,Major Damage,None,Honda,2000,82541,24,38.03732718894009,1
482,49,OH,100/300,1000,524,High School,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,Police,Honda,2022,118734,2,226.5916030534351,1
566,34,OH,250/500,500,803,College,sales,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,Honda,2010,77054,14,95.95765877957659,1
556,58,IN,250/500,500,1703,High School,sales,Multi-vehicle Collision,Side Collision,Minor Damage,None,Honda,2019,38594,5,22.662360540223137,1
474,38,OH,250/500,500,1020,College,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,Police,Ford,2010,37373,14,36.64019607843137,1
503,77,IN,500/1000,500,2810,Masters,tech-support,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,Ford,1997,106623,27,37.944128113879,1
163,71,IL,500/1000,500,2273,Masters,tech-support,Vehicle Theft,Side Collision,Minor Damage,Police,Honda,2022,157666,2,69.36471623405191,0
386,60,IL,250/500,500,2286,College,sales,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,Honda,2009,92654,15,40.53105861767279,1
77,65,IL,250/500,2000,2244,High School,tech-support,Vehicle Theft,Rear Collision,Minor Damage,None,Honda,2011,174557,13,77.78832442067736,1
428,64,IL,500/1000,1000,2253,High School,sales,Single Vehicle Collision,Front Collision,Minor Damage,Fire,Ford,2020,12517,4,5.555703506435863,0
75,65,OH,500/1000,2000,828,College,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,Police,Ford,1998,10695,26,12.916666666666666,0
254,35,IL,100/300,2000,1609,College,sales,Vehicle Theft,Side Collision,Minor Damage,Ambulance,Ford,2012,188313,12,117.03729024238658,1
93,50,IN,250/500,1000,632,College,tech-support,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,Toyota,2021,18131,3,28.688291139240505,1
356,57,OH,500/1000,2000,2661,High School,exec-managerial,Vehicle Theft,Rear Collision,Minor Damage,Ambulance,Honda,2016,18769,8,7.053363397219091,0
10,52,IN,250/500,500,1308,Masters,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,Fire,Ford,2016,134909,8,103.1414373088685,1
578,57,IN,250/500,500,1369,High School,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Police,Honda,2004,101727,20,74.30752373995617,0
196,56,OH,250/500,1000,1346,College,exec-managerial,Multi-vehicle Collision,Side Collision,Major Damage,None,Toyota,2007,195292,17,145.09063893016344,1
193,51,OH,100/300,1000,1585,College,sales,Single Vehicle Collision,Side Collision,Minor Damage,Fire,Ford,2013,39575,11,24.968454258675077,0
416,52,IL,250/500,1000,1860,Masters,tech-support,Vehicle Theft,Front Collision,Major Damage,Ambulance,Honda,2005,94740,19,50.935483870967744,1
259,55,OH,250/500,2000,2459,College,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,None,Ford,2000,18601,24,7.564457096380642,0
369,46,IL,100/300,500,2623,College,sales,Vehicle Theft,Front Collision,Major Damage,Ambulance,Honda,2015,61155,9,23.314906595501334,0
518,38,OH,250/500,2000,2422,High School,sales,Single Vehicle Collision,Rear Collision,Major Damage,Police,Ford,1995,164282,29,67.82906688687035,1
333,76,IN,250/500,500,1899,College,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,None,Honda,2017,129396,7,68.13902053712481,1
276,77,OH,500/1000,1000,1473,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,Honda,1997,182644,27,123.99456890699253,1
410,20,IL,500/1000,2000,1371,Masters,tech-support,Vehicle Theft,Front Collision,Total Loss,Ambulance,Toyota,2008,8253,16,6.019693654266958,0
238,27,OH,250/500,1000,2121,High School,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,Toyota,2000,38170,24,17.996228194247998,1
395,61,IN,100/300,500,829,College,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,None,Toyota,2020,34541,4,41.66586248492159,1
75,20,IL,250/500,500,2822,College,exec-managerial,Vehicle Theft,Front Collision,Minor Damage,Ambulance,Ford,2002,80397,22,28.489369241672573,0
217,70,IL,250/500,1000,833,Masters,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,None,Toyota,2012,157547,12,189.13205282112844,1
451,21,IN,500/1000,1000,1329,High School,tech-support,Single Vehicle Collision,Front Collision,Minor Damage,Police,Ford,2017,9584,7,7.211437170805117,0
331,28,IL,250/500,500,1415,Masters,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,Fire,Toyota,2015,167519,9,118.38798586572439,1
296,31,IL,100/300,2000,1732,High School,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,None,Honda,2014,147851,10,85.36431870669746,1
273,74,OH,100/300,1000,2065,College,tech-support,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,Toyota,2008,190059,16,92.03825665859564,1
202,52,IL,500/1000,1000,2021,Masters,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,None,Honda,1999,79038,25,39.10836219693221,1
90,21,IN,500/1000,500,745,Masters,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,Fire,Toyota,2010,28584,14,38.36778523489933,1
103,45,OH,100/300,1000,1801,High School,sales,Single Vehicle Collision,Front Collision,Total Loss,Police,Honda,2010,166938,14,92.69183786785119,1
501,29,OH,100/300,500,2396,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Total Loss,Police,Honda,2020,45788,4,19.110183639398997,0
591,55,OH,250/500,1000,955,Masters,tech-support,Vehicle Theft,Rear Collision,Minor Damage,Police,Toyota,1995,20455,29,21.418848167539267,0
382,56,OH,100/300,1000,2043,Masters,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Fire,Toyota,2013,30605,11,14.980420949583944,0
461,40,OH,250/500,2000,2324,College,sales,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,Honda,1999,148239,25,63.786144578313255,1
31,69,IL,500/1000,2000,803,High School,sales,Multi-vehicle Collision,Side Collision,Major Damage,None,Toyota,2020,149188,4,185.78829389788294,1
77,78,OH,500/1000,1000,2111,High School,sales,Single Vehicle Collision,Rear Collision,Total Loss,Fire,Toyota,2016,121179,8,57.403600189483655,1
56,40,OH,250/500,2000,1493,College,sales,Single Vehicle Collision,Side Collision,Total Loss,Fire,Toyota,2015,131160,9,87.84996651038178,1
186,44,IL,250/500,2000,1524,High School,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,None,Honda,2017,124323,7,81.5767716535433,1
30,42,OH,500/1000,500,1089,High School,tech-support,Single Vehicle Collision,Side Collision,Minor Damage,None,Honda,1996,99075,28,90.97796143250689,1
94,43,IL,500/1000,1000,1351,College,exec-managerial,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,Toyota,2003,84251,21,62.3619541080681,1
66,41,IN,100/300,500,2522,College,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,Honda,2005,93545,19,37.09159397303727,1
199,37,IN,500/1000,1000,1394,Masters,exec-managerial,Vehicle Theft,Rear Collision,Total Loss,Police,Ford,2016,19095,8,13.697991391678622,0
559,63,IL,100/300,2000,2897,High School,sales,Vehicle Theft,Front Collision,Major Damage,None,Toyota,2011,56309,13,19.437003797031412,0
485,78,IL,500/1000,1000,1537,Masters,exec-managerial,Vehicle Theft,Side Collision,Major Damage,Police,Honda,2011,41491,13,26.994795055302536,0
22,21,OH,250/500,2000,1790,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,Honda,2004,178561,20,99.75474860335196,1
444,25,IL,250/500,2000,1411,High School,tech-support,Vehicle Theft,Side Collision,Total Loss,Fire,Toyota,2023,36568,1,25.916371367824237,1
220,36,IL,100/300,500,2247,College,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,None,Toyota,1997,138901,27,61.81619937694704,1
302,25,OH,500/1000,2000,806,High School,tech-support,Vehicle Theft,Front Collision,Total Loss,Police,Honda,2020,194149,4,240.87965260545906,1
389,42,IN,500/1000,500,571,Masters,exec-managerial,Single Vehicle Collision,Front Collision,Major Damage,None,Toyota,2014,159273,10,278.9369527145359,1
429,54,IN,250/500,1000,2561,College,exec-managerial,Vehicle Theft,Side Collision,Major Damage,Ambulance,Ford,1997,103318,27,40.342834830144476,1
409,77,IL,500/1000,2000,641,College,sales,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,Ford,2011,186551,13,291.0312012480499,1
124,61,OH,500/1000,1000,2727,High School,exec-managerial,Multi-vehicle Collision,Side Collision,Minor Damage,Police,Toyota,1998,83641,26,30.67143381004767,1
407,74,IN,250/500,1000,994,Masters,tech-support,Vehicle Theft,Side Collision,Major Damage,Police,Honda,2011,96148,13,96.72837022132796,0
78,19,IL,100/300,1000,1267,College,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,Police,Ford,2016,110367,8,87.10891870560378,0
382,73,IN,250/500,1000,2355,Masters,sales,Single Vehicle Collision,Side Collision,Minor Damage,None,Toyota,2018,189499,6,80.46666666666667,1
519,43,OH,250/500,2000,2232,High School,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,None,Toyota,2014,89771,10,40.21998207885304,1
53,55,OH,250/500,2000,1924,High School,tech-support,Vehicle Theft,Front Collision,Total Loss,Fire,Ford,2010,41725,14,21.686590436590436,1
52,32,OH,250/500,1000,2572,College,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,Fire,Honda,2009,80794,15,31.41290824261275,0
378,28,IN,250/500,2000,2531,Masters,sales,Single Vehicle Collision,Side Collision,Major Damage,None,Ford,1998,8970,26,3.544053733702094,0
95,42,OH,100/300,1000,2440,High School,sales,Single Vehicle Collision,Side Collision,Minor Damage,Police,Toyota,2021,196346,3,80.46967213114755,0
99,57,IL,250/500,500,2686,Masters,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,Police,Honda,2009,15407,15,5.736038719285182,0
62,40,OH,250/500,500,2375,High School,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Fire,Ford,1999,21471,25,9.04042105263158,0
2,58,OH,500/1000,1000,2727,High School,tech-support,Vehicle Theft,Side Collision,Total Loss,Ambulance,Honda,2022,191891,2,70.36707004033737,1
65,42,IL,500/1000,1000,2514,Masters,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,Police,Honda,1999,147444,25,58.64916467780429,0
597,50,OH,250/500,1000,2933,Masters,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,Ford,2011,33099,13,11.285032390044323,0
45,18,IL,250/500,2000,1202,High School,tech-support,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,Ford,2004,177978,20,148.06821963394341,1
28,43,IL,100/300,1000,1928,High School,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,Toyota,2020,50107,4,25.98910788381743,0
328,22,IN,500/1000,1000,1217,College,exec-managerial,Vehicle Theft,Side Collision,Major Damage,Ambulance,Toyota,2006,68573,18,56.34593262119967,0
36,34,IN,250/500,2000,2818,Masters,exec-managerial,Vehicle Theft,Rear Collision,Major Damage,Fire,Honda,2023,98869,1,35.084811923349896,1
351,30,IN,250/500,500,2020,High School,tech-support,Single Vehicle Collision,Side Collision,Major Damage,None,Toyota,1995,59390,29,29.400990099009903,1
462,31,OH,250/500,1000,858,College,sales,Single Vehicle Collision,Front Collision,Total Loss,None,Toyota,2012,118213,12,137.7773892773893,1
286,19,IL,500/1000,2000,1292,College,sales,Multi-vehicle Collision,Side Collision,Major Damage,Fire,Honda,2020,138821,4,107.44659442724458,1
164,66,IN,250/500,1000,571,College,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,None,Ford,2008,20623,16,36.117338003502624,1
102,71,IN,250/500,1000,2487,Masters,sales,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,Toyota,1995,70001,29,28.146763168476074,1
294,33,OH,500/1000,500,505,High School,exec-managerial,Vehicle Theft,Side Collision,Total Loss,Ambulance,Ford,2008,34948,16,69.2039603960396,0
522,65,IN,100/300,2000,2056,Masters,exec-managerial,Multi-vehicle Collision,Front Collision,Minor Damage,Police,Ford,1999,40142,25,19.52431906614786,0
584,61,IN,250/500,2000,668,High School,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,Toyota,1996,83762,28,125.39221556886227,1
598,60,IN,500/1000,500,674,Masters,tech-support,Single Vehicle Collision,Front Collision,Minor Damage,Fire,Honda,2017,158786,7,235.58753709198814,1
228,27,IN,100/300,500,1561,High School,exec-managerial,Vehicle Theft,Side Collision,Major Damage,None,Toyota,1998,174795,26,111.97629724535554,0
162,39,IN,500/1000,2000,2061,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,Honda,1996,106783,28,51.81125667151868,1
473,73,IN,100/300,2000,1669,Masters,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,Fire,Honda,2004,174549,20,104.58298382264829,1
191,30,OH,250/500,500,2715,College,exec-managerial,Vehicle Theft,Side Collision,Minor Damage,None,Ford,2013,28597,11,10.532965009208104,0
185,36,IN,500/1000,1000,1869,High School,sales,Vehicle Theft,Side Collision,Minor Damage,Ambulance,Toyota,2013,63982,11,34.23327982878545,1
186,25,IN,250/500,500,1797,College,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,Fire,Ford,2009,96737,15,53.832498608792434,0
488,40,IL,250/500,500,1335,Masters,sales,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,Toyota,2018,147900,6,110.78651685393258,1
63,73,IL,500/1000,500,2061,High School,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,Toyota,1995,137772,29,66.8471615720524,1
28,57,IL,250/500,2000,1726,High School,sales,Multi-vehicle Collision,Side Collision,Total Loss,Fire,Ford,2015,16389,9,9.495365005793742,0
294,57,IL,250/500,500,1967,High School,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Police,Ford,1999,6285,25,3.195221148957804,0
468,26,OH,250/500,2000,1778,Masters,tech-support,Vehicle Theft,Front Collision,Major Damage,Ambulance,Toyota,2017,111078,7,62.473565804274465,1
599,44,IL,500/1000,2000,2574,College,sales,Single Vehicle Collision,Side Collision,Major Damage,None,Ford,2020,122246,4,47.49261849261849,1
393,32,OH,250/500,1000,1665,Masters,sales,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,Honda,2006,97453,18,58.53033033033033,1
71,25,OH,250/500,500,1568,High School,sales,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,Ford,2001,4549,23,2.9011479591836733,0
419,75,OH,100/300,1000,2990,College,sales,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,Honda,2003,132776,21,44.406688963210705,1
43,78,IL,250/500,1000,1058,College,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,Ford,2003,35404,21,33.46313799621928,0
185,41,IN,100/300,2000,1719,College,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Fire,Toyota,2016,158557,8,92.23792902850495,0
174,64,IL,100/300,500,2419,High School,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Police,Ford,2005,135464,19,56.0,1
441,33,IN,250/500,1000,1289,High School,exec-managerial,Single Vehicle Collision,Rear Collision,Total Loss,Police,Ford,1996,193122,28,149.82311869666407,1
357,64,IL,250/500,1000,1904,College,sales,Multi-vehicle Collision,Rear Collision,Major Damage,Police,Toyota,2008,90711,16,47.64233193277311,1
202,73,IN,100/300,1000,522,Masters,tech-support,Vehicle Theft,Front Collision,Minor Damage,None,Ford,2005,127951,19,245.1168582375479,1
84,61,IL,500/1000,1000,1804,High School,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,Police,Toyota,2010,49737,14,27.57039911308204,1
256,77,IN,250/500,1000,2229,Masters,sales,Vehicle Theft,Front Collision,Minor Damage,None,Ford,2022,190656,2,85.53432032301481,1
387,18,OH,500/1000,1000,1592,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Police,Honda,2009,154574,15,97.09422110552764,0
178,42,IN,250/500,1000,2263,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Police,Honda,2023,98555,1,43.5505965532479,0
290,78,IL,100/300,2000,788,Masters,tech-support,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,Honda,2019,4512,5,5.725888324873097,0
564,68,OH,100/300,500,2225,Masters,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Fire,Ford,2010,113808,14,51.149662921348316,1
42,27,IN,100/300,500,1412,College,sales,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,Toyota,2015,61263,9,43.38739376770538,0
192,62,OH,500/1000,2000,1604,High School,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,Fire,Ford,2019,27863,5,17.370947630922693,0
204,52,IN,250/500,2000,642,High School,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,Toyota,1997,176112,27,274.31775700934577,1
506,63,OH,500/1000,500,1981,College,tech-support,Vehicle Theft,Front Collision,Minor Damage,None,Toyota,2002,95410,22,48.16254416961131,1
122,79,IN,500/1000,1000,2296,High School,sales,Multi-vehicle Collision,Front Collision,Major Damage,None,Ford,2004,27465,20,11.962108013937282,1
336,55,IL,250/500,500,2430,College,tech-support,Vehicle Theft,Side Collision,Major Damage,Police,Honda,2017,44722,7,18.40411522633745,1
117,25,IN,250/500,1000,806,College,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,None,Toyota,2021,195860,3,243.00248138957815,1
127,38,IL,500/1000,500,1441,College,tech-support,Vehicle Theft,Side Collision,Major Damage,Fire,Toyota,2009,116123,15,80.58501040943788,1
241,68,OH,250/500,1000,1415,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,Honda,2012,80036,12,56.56254416961131,0
261,46,IL,100/300,500,1363,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Minor Damage,None,Toyota,2018,136184,6,99.91489361702128,0
210,68,IN,100/300,1000,1829,College,sales,Vehicle Theft,Front Collision,Total Loss,None,Honda,2004,101932,20,55.731000546746856,1
44,52,IN,250/500,500,1104,Masters,sales,Vehicle Theft,Side Collision,Total Loss,None,Toyota,1996,175220,28,158.71376811594203,1
158,51,IN,500/1000,1000,2877,College,exec-managerial,Vehicle Theft,Front Collision,Total Loss,None,Ford,2003,53182,21,18.48522766770942,1
5,58,IL,100/300,500,2986,Masters,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Fire,Honda,2013,27539,11,9.222705961152043,1
50,61,IN,500/1000,1000,530,High School,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Fire,Toyota,2000,191690,24,361.6792452830189,1
55,20,IL,100/300,2000,1781,High School,sales,Multi-vehicle Collision,Front Collision,Major Damage,Police,Honda,2003,29106,21,16.34250421111735,0
11,67,IL,500/1000,1000,1410,Masters,exec-managerial,Vehicle Theft,Rear Collision,Minor Damage,None,Toyota,2005,131514,19,93.27234042553191,1
554,63,IN,250/500,1000,1766,High School,sales,Vehicle Theft,Side Collision,Major Damage,Fire,Honda,2012,23525,12,13.321064552661381,0
470,72,OH,250/500,2000,966,High School,sales,Multi-vehicle Collision,Rear Collision,Total Loss,None,Honda,2020,6539,4,6.7691511387163565,0
573,75,IN,500/1000,2000,2190,College,tech-support,Single Vehicle Collision,Front Collision,Major Damage,Police,Ford,2021,159984,3,73.05205479452054,0
371,32,OH,500/1000,2000,710,High School,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,Ford,2005,90609,19,127.61830985915493,0
387,35,OH,500/1000,1000,2377,College,tech-support,Vehicle Theft,Side Collision,Major Damage,Police,Ford,2014,6631,10,2.7896508203618007,0
50,40,IL,100/300,2000,2600,College,tech-support,Vehicle Theft,Front Collision,Minor Damage,Fire,Ford,2013,139923,11,53.816538461538464,1
12,39,OH,250/500,1000,2321,Masters,sales,Vehicle Theft,Rear Collision,Total Loss,Police,Toyota,1996,91918,28,39.60275743214132,1
321,71,IL,100/300,1000,2000,High School,tech-support,Multi-vehicle Collision,Side Collision,Major Damage,Fire,Honda,1998,49022,26,24.511,0
